"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
454126,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,800 KIRNWOOD DRIVE,DE SOTO,TX,75115,DALLAS,Hours of physical-restraint use,0.02,71.45,132554,,Hours of seclusion use,0.21,653.94,132554,,Patients discharged on multiple antipsychotic medications with appropriate justification,27,11,,Screening for metabolic disorders (SMD),78,54,,Alcohol use brief intervention provided or offered,67,15,,64,14,,Alcohol and other drug use disorder treatment provided or offered at discharge,56,147,,7,147,,Tobacco use treatment provided or offered,48,132,,50,128,,Tobacco use treatment provided or offered at discharge,15,124,,4,124,,Transition record with specified elements received by discharged patients (TR1),100,728,,Timely transmission of transition record (TR2),26,728,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44.1,68,,25,68,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,60,115,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),10,380,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454127,ROCK SPRINGS,700 SOUTHEAST INNER LOOP,GEORGETOWN,TX,78626,WILLIAMSON,Hours of physical-restraint use,0.02,8.85,22794,,Hours of seclusion use,0.00,1.28,22794,,Patients discharged on multiple antipsychotic medications with appropriate justification,73,11,,Screening for metabolic disorders (SMD),80,251,,Alcohol use brief intervention provided or offered,81,175,,81,167,,Alcohol and other drug use disorder treatment provided or offered at discharge,76,223,,76,223,,Tobacco use treatment provided or offered,73,221,,13,214,,Tobacco use treatment provided or offered at discharge,24,201,,2,201,,Transition record with specified elements received by discharged patients (TR1),54,592,,Timely transmission of transition record (TR2),53,592,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43.1,72,,18.1,72,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,70.6,102,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),65,312,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454128,WELLBRIDGE HEALTHCARE FORT WORTH,6200 OVERTON RIDGE BLVD,FORT WORTH,TX,76132,TARRANT,Hours of physical-restraint use,0.00,0.25,14679,,Hours of seclusion use,0.02,7.9,14679,,Patients discharged on multiple antipsychotic medications with appropriate justification,21,42,,Screening for metabolic disorders (SMD),80,519,,Alcohol use brief intervention provided or offered,72,74,,39,72,,Alcohol and other drug use disorder treatment provided or offered at discharge,11,236,,5,236,,Tobacco use treatment provided or offered,27,857,,7,258,,Tobacco use treatment provided or offered at discharge,11,225,,4,225,,Transition record with specified elements received by discharged patients (TR1),1,940,,Timely transmission of transition record (TR2),1,940,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.5,114,,29.8,114,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,71.3,122,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),16,294,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454129,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,3101 S AUSTIN AVENUE,GEORGETOWN,TX,78626,WILLIAMSON,Hours of physical-restraint use,0.05,38.35,29638,,Hours of seclusion use,0.20,143.07,29638,,Patients discharged on multiple antipsychotic medications with appropriate justification,26,27,,Screening for metabolic disorders (SMD),87,335,,Alcohol use brief intervention provided or offered,79,113,,78,102,,Alcohol and other drug use disorder treatment provided or offered at discharge,59,524,,58,524,,Tobacco use treatment provided or offered,83,264,,16,257,,Tobacco use treatment provided or offered at discharge,89,253,,15,253,,Transition record with specified elements received by discharged patients (TR1),100,777,,Timely transmission of transition record (TR2),100,777,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40.8,76,,17.1,76,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,76.6,141,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),87,335,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454130,WELLBRIDGE HEALTHCARE GREATER DALLAS,4301 MAPLESHADE LANE,PLANO,TX,75093,COLLIN,Hours of physical-restraint use,0.02,5.68,13890,,Hours of seclusion use,0.02,8.1,13890,,Patients discharged on multiple antipsychotic medications with appropriate justification,69,86,,Screening for metabolic disorders (SMD),8,596,,Alcohol use brief intervention provided or offered,7,452,,68,44,,Alcohol and other drug use disorder treatment provided or offered at discharge,31,102,,24,102,,Tobacco use treatment provided or offered,27,286,,21,127,,Tobacco use treatment provided or offered at discharge,35,107,,6,107,,Transition record with specified elements received by discharged patients (TR1),0,849,,Timely transmission of transition record (TR2),0,849,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.3,53,,13.2,53,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,67.1,143,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),2,293,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454131,WESTPARK SPRINGS LLC,6902 S PEEK ROAD,RICHMOND,TX,77407,FORT BEND,Hours of physical-restraint use,0.00,2.02,23615,,Hours of seclusion use,0.05,28.37,23615,,Patients discharged on multiple antipsychotic medications with appropriate justification,16,37,,Screening for metabolic disorders (SMD),65,313,,Alcohol use brief intervention provided or offered,88,86,,92,79,,Alcohol and other drug use disorder treatment provided or offered at discharge,48,135,,48,135,,Tobacco use treatment provided or offered,72,182,,6,180,,Tobacco use treatment provided or offered at discharge,5,145,,0,145,,Transition record with specified elements received by discharged patients (TR1),14,577,,Timely transmission of transition record (TR2),6,577,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48.1,79,,30.4,79,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,71.3,136,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),50,286,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,8550 HUEBNER ROAD,SAN ANTONIO,TX,78240,BEXAR,Hours of physical-restraint use,0.31,101.77,13632,,Hours of seclusion use,1.95,638.41,13632,,Patients discharged on multiple antipsychotic medications with appropriate justification,2,130,,Screening for metabolic disorders (SMD),94,775,,Alcohol use brief intervention provided or offered,38,107,,100,41,,Alcohol and other drug use disorder treatment provided or offered at discharge,89,200,,88,200,,Tobacco use treatment provided or offered,42,125,,95,56,,Tobacco use treatment provided or offered at discharge,38,52,,38,52,,Transition record with specified elements received by discharged patients (TR1),90,1336,,Timely transmission of transition record (TR2),8,1336,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40,195,,16.9,195,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,63.6,360,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),86,642,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454133,CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,TRAVIS,Hours of physical-restraint use,0.08,52.8,27993,,Hours of seclusion use,0.13,86.03,27993,,Patients discharged on multiple antipsychotic medications with appropriate justification,54,26,,Screening for metabolic disorders (SMD),51,440,,Alcohol use brief intervention provided or offered,58,55,,58,52,,Alcohol and other drug use disorder treatment provided or offered at discharge,28,166,,20,166,,Tobacco use treatment provided or offered,46,138,,30,122,,Tobacco use treatment provided or offered at discharge,22,119,,2,119,,Transition record with specified elements received by discharged patients (TR1),70,672,,Timely transmission of transition record (TR2),65,672,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42.3,130,,22.3,130,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,64.2,179,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),46,335,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454134,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,"5680 FRISCO SQUARE BLVD, SUITE 3000",FRISCO,TX,75034,DENTON,Hours of physical-restraint use,0.06,34.36,22449,,Hours of seclusion use,0.04,20.73,22449,,Patients discharged on multiple antipsychotic medications with appropriate justification,95,37,,Screening for metabolic disorders (SMD),97,135,,Alcohol use brief intervention provided or offered,82,67,,79,67,,Alcohol and other drug use disorder treatment provided or offered at discharge,34,107,,32,107,,Tobacco use treatment provided or offered,91,120,,52,120,,Tobacco use treatment provided or offered at discharge,30,118,,7,118,,Transition record with specified elements received by discharged patients (TR1),95,612,,Timely transmission of transition record (TR2),76,612,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60.3,68,,35.3,68,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,60.6,94,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),32,303,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454135,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER ROAD,HOUSTON,TX,77080,HARRIS,Hours of physical-restraint use,0.01,15.77,45147,,Hours of seclusion use,0.06,68.61,45147,,Patients discharged on multiple antipsychotic medications with appropriate justification,44,137,,Screening for metabolic disorders (SMD),37,907,,Alcohol use brief intervention provided or offered,38,130,,41,116,,Alcohol and other drug use disorder treatment provided or offered at discharge,82,439,,81,439,,Tobacco use treatment provided or offered,31,515,,2,298,,Tobacco use treatment provided or offered at discharge,18,295,,0,295,,Transition record with specified elements received by discharged patients (TR1),45,1226,,Timely transmission of transition record (TR2),4,1226,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45,160,,25.6,160,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,63.4,265,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),45,619,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454136,OCEANS BEHAVIORAL HOSPITAL OF KATY,455 PARK GROVE LANE,KATY,TX,77450,HARRIS,Hours of physical-restraint use,0.00,1.28,13211,,Hours of seclusion use,0.02,4.95,13211,,Patients discharged on multiple antipsychotic medications with appropriate justification,11,38,,Screening for metabolic disorders (SMD),24,552,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,21,14,,0,14,,Tobacco use treatment provided or offered,94,72,,8,72,,Tobacco use treatment provided or offered at discharge,23,43,,0,43,,Transition record with specified elements received by discharged patients (TR1),97,601,,Timely transmission of transition record (TR2),96,601,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43,107,,17.8,107,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,62.8,215,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),24,280,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
454139,SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,HARRIS,Hours of physical-restraint use,0.02,19.5,36904,,Hours of seclusion use,0.08,71.02,36904,,Patients discharged on multiple antipsychotic medications with appropriate justification,64,28,,Screening for metabolic disorders (SMD),76,570,,Alcohol use brief intervention provided or offered,34,41,,80,15,,Alcohol and other drug use disorder treatment provided or offered at discharge,82,173,,5,173,,Tobacco use treatment provided or offered,88,181,,7,177,,Tobacco use treatment provided or offered at discharge,70,157,,1,157,,Transition record with specified elements received by discharged patients (TR1),62,902,,Timely transmission of transition record (TR2),7,902,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.3,128,,23.4,128,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,71.8,213,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),71,445,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
