"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Composite","PSI 90 Composite Footnote","PSI 90 W Z Score","PSI 90 W Z Footnote","PSI 90 Start Date","PSI 90 End Date","CLABSI SIR","CLABSI SIR Footnote","CLABSI W Z Score","CLABSI W Z Footnote","CAUTI SIR","CAUTI SIR Footnote","CAUTI W Z Score","CAUTI W Z Footnote","SSI SIR","SSI SIR Footnote","SSI W Z Score","SSI W Z Footnote","CDI SIR","CDI SIR Footnote","CDI W Z Score","CDI W Z Footnote","MRSA SIR","MRSA SIR Footnote","MRSA W Z Score","MRSA W Z Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
CAYUGA MEDICAL CENTER AT ITHACA,330307,NY,2023,N/A,5,N/A,5,N/A,N/A,1.7660,,N/A,5,1.4220,,N/A,5,0.5820,,N/A,5,0.5000,,N/A,5,1.1780,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PLAINVIEW HOSPITAL,330331,NY,2023,N/A,5,N/A,5,N/A,N/A,1.6270,,N/A,5,1.1660,,N/A,5,0.4610,,N/A,5,0.6160,,N/A,5,0.3980,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CHSLI ST JOSEPH HOSPITAL,330332,NY,2023,N/A,5,N/A,5,N/A,N/A,1.0350,,N/A,5,0.6380,,N/A,5,N/A,13,N/A,5,1.0180,,N/A,5,1.3590,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,330350,NY,2023,N/A,5,N/A,5,N/A,N/A,1.3590,,N/A,5,1.1030,,N/A,5,1.1280,,N/A,5,0.6320,,N/A,5,1.7490,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),330386,NY,2023,N/A,5,N/A,5,N/A,N/A,0.8820,,N/A,5,0.8610,,N/A,5,0.7950,,N/A,5,0.6660,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SUNY/STONY BROOK UNIVERSITY HOSPITAL,330393,NY,2023,N/A,5,N/A,5,N/A,N/A,0.8060,,N/A,5,1.0930,,N/A,5,1.5560,,N/A,5,0.6980,,N/A,5,1.2000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"UNITED HEALTH SERVICES HOSPITALS, INC",330394,NY,2023,N/A,5,N/A,5,N/A,N/A,1.2980,,N/A,5,0.9940,,N/A,5,2.0610,,N/A,5,1.1000,,N/A,5,0.1430,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,330395,NY,2023,N/A,5,N/A,5,N/A,N/A,1.6160,,N/A,5,1.8360,,N/A,5,N/A,13,N/A,5,0.2590,,N/A,5,2.5580,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WOODHULL MEDICAL & MENTAL HEALTH CENTER,330396,NY,2023,N/A,5,N/A,5,N/A,N/A,1.4120,,N/A,5,0.7430,,N/A,5,N/A,13,N/A,5,0.4900,,N/A,5,1.3420,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST BARNABAS HOSPITAL,330399,NY,2023,N/A,5,N/A,5,N/A,N/A,0.3610,,N/A,5,0.3320,,N/A,5,1.3960,,N/A,5,0.1530,,N/A,5,0.1800,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST CATHERINE OF SIENA HOSPITAL,330401,NY,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.6850,,N/A,5,0.6980,,N/A,5,0.2850,,N/A,5,0.6870,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MONROE COMMUNITY HOSPITAL,330403,NY,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HELEN HAYES HOSPITAL,330405,NY,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,330406,NY,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNITY SPECIALTY HOSPITAL,330411,NY,2023,N/A,5,N/A,5,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CAROLINAS MEDICAL CENTER-NORTHEAST,340001,NC,2023,N/A,5,N/A,5,N/A,N/A,0.8880,,N/A,5,0.6830,,N/A,5,1.2560,,N/A,5,0.2400,,N/A,5,0.5680,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,340002,NC,2023,N/A,5,N/A,5,N/A,N/A,0.8060,,N/A,5,0.5780,,N/A,5,0.8920,,N/A,5,0.4580,,N/A,5,0.9410,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHERN REGIONAL HOSPITAL,340003,NC,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.4180,,N/A,5,2.0150,,N/A,5,0.5800,,N/A,5,2.3200,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HIGH POINT REGIONAL HEALTH SYSTEM,340004,NC,2023,N/A,5,N/A,5,N/A,N/A,1.3960,,N/A,5,1.2150,,N/A,5,0.9700,,N/A,5,0.5600,,N/A,5,1.3740,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SCOTLAND MEMORIAL HOSPITAL,340008,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,3.2430,,N/A,5,0.0000,,N/A,5,0.8450,,N/A,5,3.1970,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WAYNE MEMORIAL HOSPITAL,340010,NC,2023,N/A,5,N/A,5,N/A,N/A,0.2500,,N/A,5,0.5070,,N/A,5,0.3480,,N/A,5,0.5940,,N/A,5,0.6160,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RUTHERFORD REGIONAL MEDICAL CENTER,340013,NC,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,2.0520,,N/A,5,0.0000,,N/A,5,0.1780,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH FORSYTH MEDICAL CENTER,340014,NC,2023,N/A,5,N/A,5,N/A,N/A,0.6710,,N/A,5,1.1510,,N/A,5,0.3620,,N/A,5,0.3000,,N/A,5,0.8880,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH ROWAN MEDICAL CENTER,340015,NC,2023,N/A,5,N/A,5,N/A,N/A,2.4720,,N/A,5,1.1900,,N/A,5,1.9510,,N/A,5,0.0000,,N/A,5,0.6350,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HARRIS REGIONAL HOSPITAL,340016,NC,2023,N/A,5,N/A,5,N/A,N/A,0.6160,,N/A,5,1.1650,,N/A,5,0.0000,,N/A,5,0.4240,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MARGARET R PARDEE MEMORIAL HOSPITAL,340017,NC,2023,N/A,5,N/A,5,N/A,N/A,2.0110,,N/A,5,1.6760,,N/A,5,0.6970,,N/A,5,0.4320,,N/A,5,0.9430,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CENTRAL CAROLINA HOSPITAL,340020,NC,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.5050,,N/A,5,0.9860,,N/A,5,0.5390,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ATRIUM HEALTH CLEVELAND,340021,NC,2023,N/A,5,N/A,5,N/A,N/A,2.0230,,N/A,5,0.8190,,N/A,5,0.4350,,N/A,5,0.1900,,N/A,5,2.6430,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVENTHEALTH HENDERSONVILLE,340023,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,3.2380,,N/A,5,0.0000,,N/A,5,0.5040,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SAMPSON REGIONAL MEDICAL CENTER,340024,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.3940,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNC LENOIR HEALTH CARE,340027,NC,2023,N/A,5,N/A,5,N/A,N/A,1.6560,,N/A,5,0.3550,,N/A,5,0.5170,,N/A,5,0.6630,,N/A,5,2.8090,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CAPE FEAR VALLEY MEDICAL CENTER,340028,NC,2023,N/A,5,N/A,5,N/A,N/A,0.8470,,N/A,5,0.7190,,N/A,5,0.5540,,N/A,5,0.5630,,N/A,5,1.5230,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DUKE UNIVERSITY HOSPITAL,340030,NC,2023,N/A,5,N/A,5,N/A,N/A,0.9590,,N/A,5,0.7780,,N/A,5,0.8200,,N/A,5,0.4520,,N/A,5,0.8460,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CAROMONT REGIONAL MEDICAL CENTER,340032,NC,2023,N/A,5,N/A,5,N/A,N/A,0.2820,,N/A,5,0.2000,,N/A,5,0.8030,,N/A,5,0.1740,,N/A,5,0.8710,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
IREDELL MEMORIAL HOSPITAL INC,340039,NC,2023,N/A,5,N/A,5,N/A,N/A,2.0310,,N/A,5,0.7400,,N/A,5,0.6880,,N/A,5,0.9870,,N/A,5,2.7430,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VIDANT MEDICAL CENTER,340040,NC,2023,N/A,5,N/A,5,N/A,N/A,1.0830,,N/A,5,1.2110,,N/A,5,1.5130,,N/A,5,0.5280,,N/A,5,0.7890,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CALDWELL MEMORIAL HOSPITAL,340041,NC,2023,N/A,5,N/A,5,N/A,N/A,0.9940,,N/A,5,0.6000,,N/A,5,N/A,13,N/A,5,0.7030,,N/A,5,1.4470,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ONSLOW MEMORIAL HOSPITAL,340042,NC,2023,N/A,5,N/A,5,N/A,N/A,1.8870,,N/A,5,1.0860,,N/A,5,1.1940,,N/A,5,1.0380,,N/A,5,2.3980,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTH CAROLINA BAPTIST HOSPITAL,340047,NC,2023,N/A,5,N/A,5,N/A,N/A,1.1700,,N/A,5,0.3400,,N/A,5,1.2920,,N/A,5,0.5140,,N/A,5,1.8690,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SOUTHEASTERN REGIONAL MEDICAL CENTER,340050,NC,2023,N/A,5,N/A,5,N/A,N/A,3.2710,,N/A,5,1.0610,,N/A,5,2.2220,,N/A,5,0.3430,,N/A,5,1.1960,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WATAUGA MEDICAL CENTER,340051,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,1.0290,,N/A,5,0.9730,,N/A,5,0.3850,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,2023,N/A,5,N/A,5,N/A,N/A,0.6930,,N/A,5,0.8790,,N/A,5,0.9900,,N/A,5,0.2280,,N/A,5,1.7290,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNC ROCKINGHAM,340060,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.6060,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNIVERSITY OF NORTH CAROLINA HOSPITAL,340061,NC,2023,N/A,5,N/A,5,N/A,N/A,1.1350,,N/A,5,0.7220,,N/A,5,1.0020,,N/A,5,0.7710,,N/A,5,0.9180,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WILKES REGIONAL MEDICAL CENTER,340064,NC,2023,N/A,5,N/A,5,N/A,N/A,2.7300,,N/A,5,0.5250,,N/A,5,N/A,13,N/A,5,0.7110,,N/A,5,2.8060,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,2023,N/A,5,N/A,5,N/A,N/A,2.1680,,N/A,5,2.0350,,N/A,5,0.4120,,N/A,5,0.5600,,N/A,5,1.7920,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"WAKEMED, RALEIGH CAMPUS",340069,NC,2023,N/A,5,N/A,5,N/A,N/A,1.2390,,N/A,5,0.4230,,N/A,5,1.2480,,N/A,5,0.2290,,N/A,5,0.8250,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ALAMANCE REGIONAL MEDICAL CENTER,340070,NC,2023,N/A,5,N/A,5,N/A,N/A,0.7340,,N/A,5,0.3710,,N/A,5,1.2060,,N/A,5,0.1000,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BETSY JOHNSON REGIONAL HOSPITAL,340071,NC,2023,N/A,5,N/A,5,N/A,N/A,1.7550,,N/A,5,2.0550,,N/A,5,N/A,13,N/A,5,0.7460,,N/A,5,0.9560,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DUKE HEALTH RALEIGH HOSPITAL,340073,NC,2023,N/A,5,N/A,5,N/A,N/A,0.7250,,N/A,5,0.3530,,N/A,5,1.4580,,N/A,5,0.2130,,N/A,5,1.4420,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"BLUE RIDGE HEALTHCARE HOSPITALS, INC",340075,NC,2023,N/A,5,N/A,5,N/A,N/A,0.4110,,N/A,5,0.4960,,N/A,5,0.4000,,N/A,5,0.4270,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ATRIUM HEALTH ANSON,340084,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,340085,NC,2023,N/A,5,N/A,5,N/A,N/A,2.1370,,N/A,5,1.6660,,N/A,5,2.0680,,N/A,5,0.2790,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
THE MCDOWELL HOSPITAL,340087,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,1.8210,,N/A,5,0.3550,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JOHNSTON HEALTH,340090,NC,2023,N/A,5,N/A,5,N/A,N/A,1.1240,,N/A,5,2.2420,,N/A,5,1.2780,,N/A,5,0.4380,,N/A,5,0.3000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"MOSES H. CONE MEMORIAL HOSPITAL, THE",340091,NC,2023,N/A,5,N/A,5,N/A,N/A,0.5340,,N/A,5,0.6420,,N/A,5,0.5890,,N/A,5,0.0860,,N/A,5,0.3000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LEXINGTON MEMORIAL HOSPITAL INC,340096,NC,2023,N/A,5,N/A,5,N/A,N/A,2.5860,,N/A,5,1.6690,,N/A,5,0.7920,,N/A,5,0.3490,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,1.0750,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CAROLINAS MEDICAL CENTER-PINEVILLE,340098,NC,2023,N/A,5,N/A,5,N/A,N/A,1.9530,,N/A,5,0.2160,,N/A,5,0.4770,,N/A,5,0.3790,,N/A,5,1.3870,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VIDANT ROANOKE CHOWAN HOSPITAL,340099,NC,2023,N/A,5,N/A,5,N/A,N/A,1.4100,,N/A,5,2.4440,,N/A,5,N/A,13,N/A,5,0.2070,,N/A,5,1.4050,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VIDANT EDGECOMBE HOSPITAL,340107,NC,2023,N/A,5,N/A,5,N/A,N/A,1.0570,,N/A,5,1.7620,,N/A,5,N/A,13,N/A,5,1.1620,,N/A,5,0.9910,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA ALBEMARLE MEDICAL CENTER,340109,NC,2023,N/A,5,N/A,5,N/A,N/A,2.1370,,N/A,5,1.2760,,N/A,5,0.0000,,N/A,5,0.3510,,N/A,5,3.5780,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,340113,NC,2023,N/A,5,N/A,5,N/A,N/A,1.3580,,N/A,5,0.8000,,N/A,5,0.8570,,N/A,5,0.3120,,N/A,5,0.8770,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
REX HOSPITAL,340114,NC,2023,N/A,5,N/A,5,N/A,N/A,0.7040,,N/A,5,0.7230,,N/A,5,0.7230,,N/A,5,0.7520,,N/A,5,0.6750,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,NC,2023,N/A,5,N/A,5,N/A,N/A,1.0300,,N/A,5,0.3430,,N/A,5,0.6970,,N/A,5,0.2930,,N/A,5,1.2970,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FRYE REGIONAL MEDICAL CENTER,340116,NC,2023,N/A,5,N/A,5,N/A,N/A,2.5920,,N/A,5,0.4520,,N/A,5,0.0000,,N/A,5,0.7120,,N/A,5,2.5750,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
STANLY REGIONAL MEDICAL CENTER,340119,NC,2023,N/A,5,N/A,5,N/A,N/A,0.9350,,N/A,5,2.3460,,N/A,5,N/A,13,N/A,5,0.3250,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VIDANT DUPLIN HOSPITAL,340120,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,1.2200,,N/A,5,N/A,13,N/A,5,1.0170,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RANDOLPH HOSPITAL,340123,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.7020,,N/A,5,0.5640,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WILSON MEDICAL CENTER,340126,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,2.5800,,N/A,5,0.9360,,N/A,5,0.8550,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
GRANVILLE HEALTH SYSTEMS,340127,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.5760,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LAKE NORMAN REGIONAL MEDICAL CENTER,340129,NC,2023,N/A,5,N/A,5,N/A,N/A,2.3850,,N/A,5,1.7820,,N/A,5,0.0000,,N/A,5,0.5520,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ATRIUM HEALTH UNION,340130,NC,2023,N/A,5,N/A,5,N/A,N/A,1.3190,,N/A,5,0.2800,,N/A,5,0.7570,,N/A,5,0.2690,,N/A,5,3.5700,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CAROLINA EAST MEDICAL CENTER,340131,NC,2023,N/A,5,N/A,5,N/A,N/A,0.1590,,N/A,5,1.3160,,N/A,5,0.0000,,N/A,5,0.3350,,N/A,5,0.8640,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MARIA PARHAM MEDICAL CENTER,340132,NC,2023,N/A,5,N/A,5,N/A,N/A,0.5110,,N/A,5,0.0000,,N/A,5,0.4590,,N/A,5,0.1550,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MARTIN GENERAL HOSPITAL,340133,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH NEW HANOVER REGIONAL MEDICAL CENTER,340141,NC,2023,N/A,5,N/A,5,N/A,N/A,1.6850,,N/A,5,1.7130,,N/A,5,0.6110,,N/A,5,0.9460,,N/A,5,1.7420,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CARTERET GENERAL HOSPITAL,340142,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,1.0960,,N/A,5,0.5200,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CATAWBA VALLEY MEDICAL CENTER,340143,NC,2023,N/A,5,N/A,5,N/A,N/A,1.0250,,N/A,5,2.7040,,N/A,5,0.3060,,N/A,5,0.1380,,N/A,5,2.2670,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DAVIS REGIONAL MEDICAL CENTER,340144,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,1.1000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ATRIUM HEALTH LINCOLN,340145,NC,2023,N/A,5,N/A,5,N/A,N/A,1.5090,,N/A,5,0.8540,,N/A,5,0.0000,,N/A,5,0.2840,,N/A,5,0.8730,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NASH GENERAL HOSPITAL,340147,NC,2023,N/A,5,N/A,5,N/A,N/A,1.6450,,N/A,5,1.6620,,N/A,5,0.6240,,N/A,5,0.5160,,N/A,5,1.2620,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH MEDICAL PARK HOSPITAL,340148,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,1.5550,,N/A,5,0.8870,,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HALIFAX REGIONAL MEDICAL CENTER INC,340151,NC,2023,N/A,5,N/A,5,N/A,N/A,1.9460,,N/A,5,0.8500,,N/A,5,N/A,13,N/A,5,0.2210,,N/A,5,0.6790,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DUKE REGIONAL HOSPITAL,340155,NC,2023,N/A,5,N/A,5,N/A,N/A,0.5890,,N/A,5,0.5420,,N/A,5,0.0000,,N/A,5,0.3590,,N/A,5,0.7090,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CHEROKEE INDIAN HOSPITAL AUTHORITY,340156,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,340158,NC,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,2.8650,,N/A,5,0.0000,,N/A,5,0.0780,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PERSON MEMORIAL HOSPITAL,340159,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ATRIUM HEALTH UNIVERSITY CITY,340166,NC,2023,N/A,5,N/A,5,N/A,N/A,4.7220,,N/A,5,0.4630,,N/A,5,0.7340,,N/A,5,0.0590,,N/A,5,0.7770,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WILMINGTON TREATMENT CENTER,340168,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,18,N/A,5,N/A,18,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH MATTHEWS MEDICAL CENTER,340171,NC,2023,N/A,5,N/A,5,N/A,N/A,0.8600,,N/A,5,2.5410,,N/A,5,1.0710,,N/A,5,0.2820,,N/A,5,0.8690,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"WAKEMED, CARY HOSPITAL",340173,NC,2023,N/A,5,N/A,5,N/A,N/A,3.3110,,N/A,5,1.4510,,N/A,5,0.8940,,N/A,5,0.2550,,N/A,5,1.4220,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,340183,NC,2023,N/A,5,N/A,5,N/A,N/A,1.0420,,N/A,5,0.8470,,N/A,5,0.9330,,N/A,5,0.0840,,N/A,5,1.5250,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HAYWOOD REGIONAL MEDICAL CENTER,340184,NC,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.9880,,N/A,5,N/A,13,N/A,5,0.1110,,N/A,5,1.3570,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DAVIE MEDICAL CENTER,340187,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CAPE FEAR VALLEY HOKE HOSPITAL,340188,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH MINT HILL MEDICAL CENTER,340190,NC,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
