"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
PASADENA ADVANCED SURGERY INSTITUTE,05C0001525,1629231782,PASADENA,CA,91105,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,100,
PASADENA ADVANCED SURGERY INSTITUTE,05C0001877,1629231782,PASADENA,CA,91105,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.26,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PASADENA ADVANCED SURGERY INSTITUTE,05C0001877,1629231782,PASADENA,CA,91105,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,100,
NORTH STATE SURGERY CENTERS LP DBA CT ST SURGERY CENTER,05C0001493,1629249172,REDDING,CA,96001,2021,100,,N/A,5,774,No Different Than the National Rate,9.7,7.2,13.1,,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH STATE SURGERY CENTERS LP DBA CT ST SURGERY CENTER,05C0001493,1629249172,REDDING,CA,96001,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98,83.6,
BELMONT HARLEM SURGERY CENTER LLC,14C0001013,1629256961,CHICAGO,IL,60634,2021,100,,99.9,,89,No Different Than the National Rate,10.3,7.4,14.3,,99.56,,0.51,,99,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BELMONT HARLEM SURGERY CENTER LLC,14C0001013,1629256961,CHICAGO,IL,60634,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,39,94,
THE SURGERY CENTER OF THE VILLAGES LLC,10C0001514,1629262274,SUMMERFIELD,FL,34491,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.2,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE SURGERY CENTER OF THE VILLAGES LLC,10C0001514,1629262274,SUMMERFIELD,FL,34491,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PREMIER ENDOSCOPY CENTER LLC,10C0001506,1629262811,NAPLES,FL,34110,2021,50.46,,N/A,5,4510,Better Than the National Rate,8.2,6.5,10.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PREMIER ENDOSCOPY CENTER LLC,10C0001506,1629262811,NAPLES,FL,34110,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,45,59.3,
PREMIER OUTPATIENT SURGERY CENTER,05C0001516,1629313739,COLTON,CA,92324,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,76,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PREMIER OUTPATIENT SURGERY CENTER,05C0001516,1629313739,COLTON,CA,92324,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,75,89.9,
DENVER WEST ENDOSCOPY CENTER LLC,06C0001030,1629320742,LAKEWOOD,CO,80401,2021,95.41,,N/A,5,785,No Different Than the National Rate,10.6,7.9,14.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DENVER WEST ENDOSCOPY CENTER LLC,06C0001030,1629320742,LAKEWOOD,CO,80401,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,25,100,
DENVER WEST ENDOSCOPY CENTER LLC,06C0001137,1629320742,LAKEWOOD,CO,80401,2021,95.41,,N/A,5,785,No Different Than the National Rate,10.6,7.9,14.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DENVER WEST ENDOSCOPY CENTER LLC,06C0001137,1629320742,LAKEWOOD,CO,80401,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,25,100,
GREATER NORMAN SURGERY CENTER LLC,37C0001068,1629371687,NORMAN,OK,73072,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GREATER NORMAN SURGERY CENTER LLC,37C0001068,1629371687,NORMAN,OK,73072,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,65,94.9,
ODESSA ENDOSCOPY CENTER LLC,45C0001335,1629386784,ODESSA,TX,79761,2021,96.25,,N/A,5,734,No Different Than the National Rate,11.4,8.5,15.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ODESSA ENDOSCOPY CENTER LLC,45C0001335,1629386784,ODESSA,TX,79761,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,17,80.8,
CENTRAL ARKANSAS SURGERY CENTER LLC,04C0001089,1629404918,LITTLE ROCK,AR,72205,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,52,No Different Than the National Rate,2.3,1.5,3.5,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTRAL ARKANSAS SURGERY CENTER LLC,04C0001089,1629404918,LITTLE ROCK,AR,72205,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PAIN CENTER OF WYOMING VALLEY LLC,39C0001318,1629409578,WILKES BARRE,PA,18702,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PAIN CENTER OF WYOMING VALLEY LLC,39C0001318,1629409578,WILKES BARRE,PA,18702,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HEART OF FLORIDA SURGERY CENTER,10C0001614,1629420922,DAVENPORT,FL,33837,2021,N/A,5,N/A,5,56,No Different Than the National Rate,10.7,7.7,14.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HEART OF FLORIDA SURGERY CENTER,10C0001614,1629420922,DAVENPORT,FL,33837,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LAKEVIEW SURGERY CENTER,21C0001599,1629429410,BOWIE,MD,20715,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.37,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LAKEVIEW SURGERY CENTER,21C0001599,1629429410,BOWIE,MD,20715,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,51,100,
PRISMA HEALTH SURGERY CENTER SPARTANBURG,42C0001088,1629432869,GREENVILLE,SC,29605,2021,N/A,5,N/A,5,150,No Different Than the National Rate,11,7.9,15.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PRISMA HEALTH SURGERY CENTER SPARTANBURG,42C0001088,1629432869,GREENVILLE,SC,29605,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CLARKSVILLE SURGICENTER LLC,44C0001057,1629458427,CLARKSVILLE,TN,37043,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,162,No Different Than the National Rate,2,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CLARKSVILLE SURGICENTER LLC,44C0001057,1629458427,CLARKSVILLE,TN,37043,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,81,78.5,
NORTHERN EC LLC,33C0001161,1629461934,GLENS FALLS,NY,12801,2021,71.09,,N/A,5,1180,No Different Than the National Rate,8.6,6.3,11.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTHERN EC LLC,33C0001161,1629461934,GLENS FALLS,NY,12801,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,100,
215 SURGERY CENTER LLC,29C0001106,1629492137,LAS VEGAS,NV,89148,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,40,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
215 SURGERY CENTER LLC,29C0001106,1629492137,LAS VEGAS,NV,89148,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WELLINGTON EDOSCOPY CENTER,10C0001623,1629508387,WELLINGTON,FL,33414,2021,91.3,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WELLINGTON EDOSCOPY CENTER,10C0001623,1629508387,WELLINGTON,FL,33414,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,100,
COLLEGE PARK ENDOSCOPY CENTER LLC,17C0001092,1629510326,OVERLAND PARK,KS,66211,2021,100,,N/A,5,456,No Different Than the National Rate,10.6,7.6,14.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
COLLEGE PARK ENDOSCOPY CENTER LLC,17C0001092,1629510326,OVERLAND PARK,KS,66211,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,60,88.3,
ORTHOPAEDIC SURGERY CENTER AT BRYN MAWR HOSPITAL,39C0001326,1629517271,BRYN MAWR,PA,19010,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.52,,N/A,5,562,No Different Than the National Rate,2.3,1.6,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ORTHOPAEDIC SURGERY CENTER AT BRYN MAWR HOSPITAL,39C0001326,1629517271,BRYN MAWR,PA,19010,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEADOWVIEW ASC LLC,44C0001200,1629536826,KINGSPORT,TN,37660,2021,100,,N/A,5,290,No Different Than the National Rate,11.1,8.1,15.3,,99.64,,N/A,5,105,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEADOWVIEW ASC LLC,44C0001200,1629536826,KINGSPORT,TN,37660,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,75,76.3,
ORTHOARIZONA SURGERY CENTER GILBERT,03C0001395,1629559208,GILBERT,AZ,85297,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,744,No Different Than the National Rate,1.6,1.1,2.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ORTHOARIZONA SURGERY CENTER GILBERT,03C0001395,1629559208,GILBERT,AZ,85297,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96,78.5,
CAROLINA INTERVENTIONAL PAIN INSTITUTE,42C0001090,1629576848,COLUMBIA,SC,29204,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0,,0.97,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CAROLINA INTERVENTIONAL PAIN INSTITUTE,42C0001090,1629576848,COLUMBIA,SC,29204,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NATICK SURGERY CENTER,22C0001084,1629603162,NATICK,MA,1760,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.13,,N/A,5,165,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NATICK SURGERY CENTER,22C0001084,1629603162,NATICK,MA,1760,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97,90.4,
ORTHOARKANSAS SPINE INSTITUTE PROCEDURE CENTER LLC,04C0001105,1629675285,LITTLE ROCK,AR,72204,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ORTHOARKANSAS SPINE INSTITUTE PROCEDURE CENTER LLC,04C0001105,1629675285,LITTLE ROCK,AR,72204,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,90.6,
ENDOSURG OUTPATIENT CENTER LLC,10C0001346,1639105455,LADY LAKE,FL,32159,2021,26.09,,N/A,5,1627,No Different Than the National Rate,11.5,8.8,15,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSURG OUTPATIENT CENTER LLC,10C0001346,1639105455,LADY LAKE,FL,32159,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,100,
UNIVERSAL AMBULATORY SURGERY CENTER P C,11C0001300,1639113921,COLUMBUS,GA,31904,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
UNIVERSAL AMBULATORY SURGERY CENTER P C,11C0001300,1639113921,COLUMBUS,GA,31904,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MISSOULA BONE AND JOINT SURGERY CENTER,27C0001018,1639126303,MISSOULA,MT,59808,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,542,No Different Than the National Rate,1.9,1.3,2.7,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MISSOULA BONE AND JOINT SURGERY CENTER,27C0001018,1639126303,MISSOULA,MT,59808,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,133,86.5,
EYE ASSOCIATES NW SURGERY CENTER,50C0001014,1639134497,SEATTLE,WA,98107,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYE ASSOCIATES NW SURGERY CENTER,50C0001014,1639134497,SEATTLE,WA,98107,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,100,
PUEBLO AMBULATORY SURGERY CENTER LLC,06C0001029,1639134505,PUEBLO,CO,81001,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.88,,3.45,,76,No Different Than the National Rate,2.3,1.5,3.5,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PUEBLO AMBULATORY SURGERY CENTER LLC,06C0001029,1639134505,PUEBLO,CO,81001,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,81,93.8,
SURGERY CENTERS OF DES MOINES LTD,16C0001000,1639135346,DES MOINES,IA,50309,2021,N/A,5,N/A,5,30,No Different Than the National Rate,10.8,7.7,15.2,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SURGERY CENTERS OF DES MOINES LTD,16C0001000,1639135346,DES MOINES,IA,50309,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GREENSBORO OPHTHALMOLOGY ASC LLC,34C0001014,1639142656,GREENSBORO,NC,27410,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.32,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GREENSBORO OPHTHALMOLOGY ASC LLC,34C0001014,1639142656,GREENSBORO,NC,27410,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMBULATORY SURGERY CENTER LLC,18C0001021,1639142706,PADUCAH,KY,42003,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMBULATORY SURGERY CENTER LLC,18C0001021,1639142706,PADUCAH,KY,42003,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,83.9,
CENTENNIAL ASC LLC,45C0001396,1639146541,FRISCO,TX,75035,2021,75,,N/A,5,177,No Different Than the National Rate,10.7,7.6,14.8,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTENNIAL ASC LLC,45C0001396,1639146541,FRISCO,TX,75035,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,129,92,
DE LA VINA SURGICENTER,05C0001194,1639149255,SANTA BARBARA,CA,93105,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,221,No Different Than the National Rate,2.2,1.5,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DE LA VINA SURGICENTER,05C0001194,1639149255,SANTA BARBARA,CA,93105,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,45,100,
BIG SKY SURGERY CENTER LLC,27C0001013,1639158645,MISSOULA,MT,59804,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.94,,N/A,5,307,No Different Than the National Rate,2.6,1.8,3.9,,163,No Different Than the National Rate,5.3,3.5,8.1,,,N/A,5
BIG SKY SURGERY CENTER LLC,27C0001013,1639158645,MISSOULA,MT,59804,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,103,90,
THE SURGERY CENTER AT SACRED HEART MEDICAL PARK DESTIN LLC,10C0001410,1639164916,DESTIN,FL,32541,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,180,No Different Than the National Rate,1.9,1.2,2.9,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE SURGERY CENTER AT SACRED HEART MEDICAL PARK DESTIN LLC,10C0001410,1639164916,DESTIN,FL,32541,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WESTFALL SURGERY CENTER LLP,33C0001000,1639172828,ROCHESTER,NY,14618,2021,N/A,5,N/A,5,80,No Different Than the National Rate,10.9,7.7,15.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WESTFALL SURGERY CENTER LLP,33C0001000,1639172828,ROCHESTER,NY,14618,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PAIN TREATMENT CENTER INC,18C0001023,1639174634,LEXINGTON,KY,40503,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PAIN TREATMENT CENTER INC,18C0001023,1639174634,LEXINGTON,KY,40503,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,42,100,
BERKS CENTER FOR DIGESTIVE HEALTH,39C0001114,1639176183,WYOMISSING,PA,19610,2021,93.36,,N/A,5,5227,No Different Than the National Rate,8.7,7,10.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BERKS CENTER FOR DIGESTIVE HEALTH,39C0001114,1639176183,WYOMISSING,PA,19610,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,70,81.4,
COLEMAN CATARACT AND EYE LASER SURGERY CENTER INC,25C0001041,1639177751,GREENWOOD,MS,38930,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.21,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
COLEMAN CATARACT AND EYE LASER SURGERY CENTER INC,25C0001041,1639177751,GREENWOOD,MS,38930,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,88.9,
CY FAIR SURGERY CENTER,45C0001160,1639195217,HOUSTON,TX,77065,2021,100,,N/A,5,206,No Different Than the National Rate,10.6,7.4,14.8,,100,,N/A,5,41,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CY FAIR SURGERY CENTER,45C0001160,1639195217,HOUSTON,TX,77065,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,46,87,
VALLEY MEDICAL GROUP PC,22C0001044,1639203888,AMHERST,MA,1002,2021,100,,N/A,5,801,No Different Than the National Rate,9.4,6.8,13,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
VALLEY MEDICAL GROUP PC,22C0001044,1639203888,AMHERST,MA,1002,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,36,97.2,
BOSTON EYE SURGERY AND LASER CENTER TRUST,22C0001062,1639215502,WALTHAM,MA,2451,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.69,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
